Année;Type de secteur;Mission;Code Programme;Programme;Code Externe Objectif;Libellé Objectif;Ordre Ind;Code Externe Indicateur;Libellé Indicateur;Facteur de performance;Code Interne Sous Indicateur;Libellé Sous Indicateur;Cotation;Unité;Cible;Exécution;Atteinte de la cible;commentaire
2022.0;Programme;Administration générale et territoriale de l'État;354.0;Administration territoriale de l'État;P354-4;Améliorer l'efficience de l'administration territoriale de l'État;2330.0;P354-4-2;Ratio d'efficience bureautique de l'administration territoriale de l'État;Contribuable;18491.0;Ratio d'efficience bureautique de l'administration territoriale de l'État;NS;€/poste;630.0;494.0;absence amélioration;
2022.0;Programme;Justice;166.0;Justice judiciaire;P166-2;Renforcer l'efficacité de la réponse pénale, le sens et l'efficacité de la peine;4370.0;P166-2-1;Alternatives aux poursuites (TJ);Citoyen;30053.0;Taux de procédures alternatives aux poursuites qualitatives;NS;%;23.0;23.7;cible atteinte;
2022.0;Programme;Justice;166.0;Justice judiciaire;P166-1;Rendre une justice de qualité;4260.0;P166-1-1;Délai moyen de traitement des procédures civiles, hors procédures courtes;Usager;17637.0;Contentieux de la protection;NS;mois;6.5;6.5;cible atteinte;
2023.0;Programme;Défense;146.0;Équipement des forces;P146-1;Mettre à la disposition des armées les armements et matériels nécessaires au succès des opérations des forces armées;1770.0;P146-1-1;Taux de réalisation des équipements;Citoyen;16063.0;Progression dans la réalisation des opérations d'armement principales;;%;85.0;64.8;absence amélioration;
2022.0;Mission;Cohésion des territoires;;;MVA-1;Aider les ménages modestes à faire face à leurs dépenses de logement;930.0;MVA-1-1;Taux d'effort net médian des ménages en locatif ordinaire ou en accession selon la configuration familiale et le type de parc;Citoyen;25846.0;Couples avec 1 enfant;NS;%;16.3;18.5;absence amélioration;
2024.0;Programme;Plan de relance;363.0;Compétitivité;P363-2;Assurer la contribution des garanties publiques au soutien de la compétitivité;1101.0;P363-2-2;Suivi des volumes de capitaux déployés par les véhicules d’investissement bénéficiant de la garantie Bpifrance;Citoyen;30422.0;Volumes de capitaux déployés par les véhicules d’investissement bénéficiant de la garantie Bpifrance;;M€;250.0;;donnée non renseignée;Non déterminé
2024.0;Programme;Plan de relance;364.0;Cohésion;P364-2;Contribuer à la sauvegarde de l'emploi dans les secteurs affectés;1101.0;P364-2-2;Nombre de salariés concernés par l’activité partielle;Citoyen;30437.0;Nombre de salariés concernés par l’activité partielle;;Nb;;;donnée non retenue;Sans objet
2023.0;Programme;Conseil et contrôle de l'État;165.0;Conseil d'État et autres juridictions administratives;P165-4;Assurer l'efficacité du travail consultatif;1330.0;P165-4-1;Proportion des textes examinés en moins de deux mois par les sections administratives du Conseil d'État;Usager;6366.0;Lois et ordonnances;;%;95.0;97.0;cible atteinte;
2024.0;Programme;Solidarité, insertion et égalité des chances;157.0;Handicap et dépendance;P157-2;Développer l'insertion professionnelle des travailleurs handicapés;6490.0;P157-2-1;Qualité de l'accueil, de la formation et de l'accompagnement en ESAT;Usager;30831.0;Nombre de travailleurs handicapés sortis d’ESAT bénéficiant d’une convention d’appui;;Nb;600.0;282.0;absence amélioration;
2022.0;Mission;Agriculture, alimentation, forêt et affaires rurales;;;MAC-1;Combiner la performance économique et environnementale des exploitations agricoles, des filières agroalimentaires et forestières;450.0;MAC-1-2;Part des superficies cultivées en agriculture biologique dans la superficie agricole utilisée (S.A.U.);Citoyen;8421.0;Part des superficies cultivées en agriculture biologique dans la superficie agricole utilisée (S.A.U.);NS;%;12.0;;donnée non renseignée;
2024.0;Programme;Cohésion des territoires;147.0;Politique de la ville;P147-2;Améliorer l'encadrement éducatif et les chances de réussite scolaire des élèves les plus en difficulté;1220.0;P147-2-1;Évolution des chances de réussite scolaire des élèves scolarisés dans un quartier prioritaire de la politique de la ville (QPV);Citoyen;6554.0;Taux de réussite au brevet des collèges des élèves scolarisés hors QPV (b);;%;90.0;89.5;amélioration;
2024.0;Mission;Médias, livre et industries culturelles;;;MMA-1;Veiller au maintien du pluralisme de la presse;4720.0;MMA-1-1;Diffusion de la presse;Citoyen;22055.0;Diffusion de la presse écrite d'IPG nationale et locale (quotidiens payants et gratuits et magazines hebdomadaires);;base 100 en 2007;53.4;54.3;cible atteinte;
2024.0;Programme;Enseignement scolaire;141.0;Enseignement scolaire public du second degré;P141-1;Conduire le maximum de jeunes aux niveaux de compétences attendues en fin de formation initiale et à l'obtention des diplômes correspondants;3280.0;P141-1-1;"Proportion d'élèves maîtrisant, en fin de sixième, les principales composantes du domaine 1 ""les langages pour penser et communiquer"" du socle commun";Citoyen;24561.0;Comprendre, s'exprimer en utilisant la langue française à l'oral et à l'écrit (domaine 1) - en REP+;;%;;63.0;donnée non renseignée;
2024.0;Programme;Contrôle et exploitation aériens;612.0;Navigation aérienne;P612-5;Améliorer le taux de couverture des coûts des services de navigation aérienne outre-mer par les redevances;7310.0;P612-5-1;Taux de couverture des coûts des services de navigation aérienne outre-mer par la redevance pour services terminaux et la redevance océanique;Contribuable;8024.0;Taux de couverture des coûts des services de navigation aérienne outre-mer par la redevance pour services terminaux et la redevance océanique.;;%;32.0;35.0;cible atteinte;
2023.0;Mission;Cohésion des territoires;;;MVA-1;Aider les ménages modestes à faire face à leurs dépenses de logement;930.0;MVA-1-1;Taux d'effort net médian des ménages en locatif ordinaire ou en accession selon la configuration familiale et le type de parc;Citoyen;30258.0;1.1.3 Selon le type de parc;;;;;donnée non retenue;
2024.0;Programme;Justice;107.0;Administration pénitentiaire;P107-1;Favoriser la réinsertion;1000.0;P107-1-1;Pourcentage de personnes placées sous écrou et condamnées bénéficiant d'une mesure sous écrou de DDSE, PE ou SL;Citoyen;15687.0;Indicateur de contexte : Pourcentage de DDSE peines autonomes;;%;20.0;6.78;absence amélioration;
2023.0;Programme;Sport, jeunesse et vie associative;219.0;Sport;P219-1;Réduire les inégalités d'accès à la pratique sportive et promouvoir l'insertion du sport dans les différentes politiques publiques;6630.0;P219-1-1;Pratique sportive des publics prioritaires;Usager;27011.0;Nombre de clubs garantissant l’accueil de personnes en affection de longue durée;;Nb;9000.0;;donnée non renseignée;Non connu
2023.0;Mission;Sécurités;;;MSB-2;(P176.2/P152.2) Renforcer l'activité des services pour mieux combattre la délinquance;5990.0;MSB-2-1;Taux d'élucidation ciblés;Citoyen;24067.0;Taux d'élucidation des vols avec violence;;%;;18.15;absence amélioration;
2022.0;Programme;Pensions;741.0;Pensions civiles et militaires de retraite et allocations temporaires d'invalidité;P741-1;Maîtriser le coût de la gestion des pensions civiles et militaires de retraite (PCMR);7690.0;P741-1-1;Coût de gestion d'un ressortissant du régime des pensions civiles et militaires de retraite;Contribuable;8023.0;Coût de gestion d'un ressortissant du régime des pensions civiles et militaires de retraite;NS;€;18.9;;donnée non renseignée;
2024.0;Programme;Transformation et fonction publiques;352.0;Innovation et transformation numériques;P352-2;Développer des méthodes de recrutement innovantes pour résoudre des défis publics;500.0;P352-2-1;Nombre de profils atypiques dédiés à l'innovation numérique sélectionnés dans l'année;Citoyen;30462.0;"Part des femmes dans les profils atypiques dédiés à l'innovation numérique sélectionnés dans l'année
_x000D_.";Budget intégrant l'égalité Femmes-Hommes;%;50.0;17.4;absence amélioration;
2023.0;Programme;Administration générale et territoriale de l'État;232.0;Vie politique;P232-3;Améliorer l'information des citoyens;100.0;P232-3-1;Amélioration de l'acheminement de la propagande à l'électeur à la bonne adresse;Citoyen;30723.0;2.2.2 Départementales - taux de plis sous contrat de réexpédition et n'ayant pas pu être distribués par les services postaux;;%;;;donnée non retenue;Sans objet
2023.0;Mission;Direction de l'action du Gouvernement;;;MDC-2;Améliorer la sécurité et la performance des systèmes d'information de l'État;2080.0;MDC-2-1;Niveau de sécurité des systèmes d'information de l'État;Usager;18140.0;Niveau d'avancement des grands projets interministériels en matière de sécurité des systèmes d'information;;%;96.0;96.0;cible atteinte;
2022.0;Programme;Solidarité, insertion et égalité des chances;304.0;Inclusion sociale et protection des personnes;P304-2;Inciter à l'activité et au maintien dans l'emploi;6450.0;P304-2-3;Taux de sortie de la prime d'activité pour dépassement de ressources;Citoyen;16087.0;Taux de sortie de la prime d'activité pour dépassement de ressources;NS;%;7.0;5.8;absence amélioration;
2024.0;Programme;Enseignement scolaire;139.0;Enseignement privé du premier et du second degrés;P139-3;Favoriser la poursuite d'études ou l'insertion professionnelle des jeunes à l'issue de leur scolarité secondaire;3540.0;P139-3-1;Poursuite d'études des nouveaux bacheliers;Citoyen;24992.0;Taux de poursuite dans les 4 filières de l’enseignement supérieur des nouveaux bacheliers issus de familles appartenant à des PCS défavorisées;;%;66.0;;donnée non renseignée;Non déterminé
2024.0;Programme;Immigration, asile et intégration;303.0;Immigration et asile;P303-2;Réduire les délais de traitement de la demande d'asile;4060.0;P303-2-1;Délai de l'examen d'une demande d'asile par l'OFPRA;Usager;30141.0;Nombre de décisions rendues dans l’année;;Nb;155000.0;141911.0;amélioration;
2024.0;Mission;Relations avec les collectivités territoriales;;;MRC-2;Assurer la péréquation des ressources entre collectivités;100.0;MRC-2-1;Contribution de la péréquation verticale à la réduction des écarts de richesses;Citoyen;30420.0;% de communes dont le pfi/hab cesse d'être inférieur à 75% de la moyenne de la strate après intervention de la péréquation verticale;;%;9.9;9.3;absence amélioration;
2022.0;Mission;Avances à divers services de l'État ou organismes gérant des services publics;;;MZB-1;Assurer le respect des conditions de financement et de durée des avances du Trésor;7840.0;MZB-1-2;Respect des conditions de durée des avances du Trésor;Contribuable;23506.0;Avances ayant donné lieu, au cours de l'année, à décision de recouvrement immédiat ou, à défaut, à poursuites effectives;NS;Nb;0.0;0.0;donnée non renseignée;
2023.0;Programme;Recherche et enseignement supérieur;172.0;Recherches scientifiques et technologiques pluridisciplinaires;P172-3;Participer activement à la construction de l'Europe de la recherche;5270.0;P172-3-3;Part des articles co-publiés avec un pays membre de l'Union européenne (UE 27) dans les articles des opérateurs du programme;Citoyen;7854.0;Part des articles co-publiés avec un pays membre de l'Union européenne (UE 27) dans les articles des opérateurs du programme;;%;13.3;;absence amélioration;Valeur semi-définitive
2023.0;Programme;Enseignement scolaire;214.0;Soutien de la politique de l'éducation nationale;P214-3;Optimiser les moyens des fonctions support;3680.0;P214-3-4;Respect des coûts et délais des grands projets;Contribuable;24107.0;SIC : Taux d'écart calendaire agrégé;;%;114.0;58.0;cible atteinte;
2024.0;Programme;Travail et emploi;102.0;Accès et retour à l'emploi;P102-3;Mobiliser au mieux les outils d'insertion professionnelle au bénéfice des personnes les plus éloignées du marché du travail;6860.0;P102-3-1;Taux d'insertion dans l'emploi 6 mois après la sortie d'un contrat aidé;Citoyen;30250.0;Taux d'insertion des femmes dans l'emploi durable à l'issue d'un CAE ou d'un PEC (CUI non marchand;Budget intégrant l'égalité Femmes-Hommes;%;37.0;43.0;cible atteinte;
2024.0;Programme;Défense;178.0;Préparation et emploi des forces;P178-3;Soutenir les forces;1902.0;P178-3-2;Disponibilité des matériels;Citoyen;31213.0;Armée de l'air Avions à usage gouvernemental (AUG);;%;;;;
2023.0;Programme;Travail et emploi;102.0;Accès et retour à l'emploi;P102-3;Mobiliser au mieux les outils d'insertion professionnelle au bénéfice des personnes les plus éloignées du marché du travail;6860.0;P102-3-1;Taux d'insertion dans l'emploi 6 mois après la sortie d'un contrat aidé;Citoyen;30254.0;Taux d'insertion dans l'emploi durable des travailleurs handicapées à l'issue d'un CAE ou d'un PEC (CUI non-marchand);;%;48.0;36.0;amélioration;
2022.0;Programme;Enseignement scolaire;139.0;Enseignement privé du premier et du second degrés;P139-3;Favoriser la poursuite d'études ou l'insertion professionnelle des jeunes à l'issue de leur scolarité secondaire;3545.0;P139-3-2;Taux d’emploi 6 mois après la sortie de formation selon le diplôme préparé;Citoyen;30685.0;e) Taux d'emploi 6 mois après la sortie de formation des élèves de BTS ayant obtenu le diplôme;NS;%;58.5;52.8;donnée non renseignée;
2024.0;Programme;Recherche et enseignement supérieur;150.0;Formations supérieures et recherche universitaire;P150-5;Renforcer l'ouverture européenne et internationale des établissements;5080.0;P150-5-3;Coopération internationale;Citoyen;8035.0;Part des articles co-publiés avec un pays membre de l'Union européenne dans les articles des opérateurs du programme;;%;12.3;;absence amélioration;
2024.0;Programme;Administration générale et territoriale de l'État;232.0;Vie politique;P232-2;Améliorer l'information des citoyens;100.0;P232-2-1;Amélioration de l'acheminement de la propagande à l'électeur à la bonne adresse;Citoyen;30725.0;2.3.1 Sénatoriales - taux de plis non distribués (PND);;%;;;donnée non retenue;Sans objet
2024.0;Programme;Sécurités;176.0;Police nationale;P176-2;Renforcer l'activité des services pour mieux combattre la délinquance;6600.0;P176-2-6;Nombre d’heures de patrouille de voie publique effectuées par la police nationale;Contribuable;30787.0;Nombre d'heures de patrouille de voie publique effectuées par la police nationale au sein des transports en commun rapporté à l'activité totale;;%;;0.92;cible atteinte;
2023.0;Programme;Gestion des finances publiques;156.0;Gestion fiscale et financière de l'État et du secteur public local;P156-2;Renforcer la qualité de service au profit des usagers et des partenaires;3800.0;P156-2-2;Qualité des comptes publics;Usager;30476.0;Indicateur de pilotage comptable (IPC);;Note sur 100;81.2;81.17;cible atteinte;
2023.0;Programme;Enseignement scolaire;214.0;Soutien de la politique de l'éducation nationale;P214-1;Réussir la programmation et la gestion des grands rendez-vous de l'année scolaire;3600.0;P214-1-2;Coût des examens des élèves et des concours de personnels enseignants par candidat présent;Contribuable;6752.0;Brevet : coût moyen;;€;;3.9;cible atteinte;
2022.0;Programme;Écologie, développement et mobilité durables;159.0;Expertise, information géographique et météorologie;P159-1;Veiller aux retombées collectives des activités techniques, scientifiques et économiques;2590.0;P159-1-1;Production et diffusion des connaissances scientifiques et techniques;Citoyen;24951.0;Nombre de publications par chercheur de l'IGN;NS;Nb;1.0;1.27;amélioration;
2023.0;Programme;Avances à l'audiovisuel public;844.0;France Médias Monde;P844-2;Développer la présence française et francophone dans le paysage audiovisuel mondial;8070.0;P844-2-1;Volume de contacts pour France Médias Monde (audience linéaire et numérique);Citoyen;25024.0;Volume de contacts pour France Médias Monde (audience linéaire et numérique);;millions/semaine;255.0;255.5;cible atteinte;
2023.0;Programme;Administration générale et territoriale de l'État;354.0;Administration territoriale de l'État;P354-5;Améliorer l'efficience de l'administration territoriale de l'État;2370.0;P354-5-3;Taux de véhicules mutualisés entre au moins deux services de l'État sur le périmètre de l'ATE;Contribuable;25719.0;Taux de mutualisation des véhicules;;%;15.5;24.0;cible atteinte;
2022.0;Programme;Justice;310.0;Conduite et pilotage de la politique de la justice;P310-1;Optimiser la qualité et l'efficience des fonctions de soutien;4680.0;P310-1-5;Performance des SIC;Contribuable;30069.0;Proportion de sites dont le débit réseau a été optimisé;NS;%;97.0;97.0;cible atteinte;
2022.0;Mission;Cohésion des territoires;;;MVA-3;Améliorer la qualité de l'offre de services pour les personnes les plus vulnérables;950.0;MVA-3-2;Taux de réponse positive du SIAO (service intégré d'accueil et d'orientation) aux demandeurs d'hébergement;Usager;17996.0;Taux de réponse positive du SIAO aux demandeurs d'hébergement;NS;%;54.0;66.0;cible atteinte;
2023.0;Programme;Justice;107.0;Administration pénitentiaire;P107-3;Renforcer la sécurité des établissements pénitentiaires;4520.0;P107-3-1;Nombre d'évasions pour 10 000 détenus (sous garde pénitentiaire directe/hors de l'établissement);Citoyen;24032.0;Taux d'évasions sous garde pénitentiaire directe, hors établissement, pendant une prise en charge d'extraction judiciaire;;%;0.0;0.0;cible atteinte;
2022.0;Programme;Aide publique au développement;209.0;Solidarité à l'égard des pays en développement;P209-4;Améliorer la redevabilité et l'efficacité de l'aide;830.0;P209-4-2;Frais de gestion du programme 209;Contribuable;25842.0;Frais de gestion du FED;NS;%;3.9;1.88;amélioration;
2024.0;Programme;Administration générale et territoriale de l'État;232.0;Vie politique;P232-2;Améliorer l'information des citoyens;100.0;P232-2-1;Amélioration de l'acheminement de la propagande à l'électeur à la bonne adresse;Citoyen;30726.0;2.3.2 Sénatoriales - taux de plis sous contrat de réexpédition et n'ayant pas pu être distribués par les services postaux;;%;;;donnée non retenue;Sans objet
2022.0;Programme;Cohésion des territoires;109.0;Aide à l'accès au logement;P109-1;Aider les ménages modestes à faire face à leurs dépenses de logement;930.0;P109-1-1;Taux d'effort net médian des ménages en locatif ordinaire ou en accession selon la configuration familiale et le type de parc;Citoyen;25063.0;Familles monoparentales avec 2 enfants;NS;%;14.3;16.1;amélioration;
2024.0;Mission;Justice;;;MJA-2;Favoriser la réinsertion;1000.0;MJA-2-1;Pourcentage de personnes placées sous écrou et condamnées bénéficiant d'une mesure sous écrou de DDSE, PE ou SL;Citoyen;15687.0;Indicateur de contexte : Pourcentage de DDSE peines autonomes;;%;20.0;6.78;absence amélioration;
2024.0;Programme;Conseil et contrôle de l'État;165.0;Conseil d'État et autres juridictions administratives;P165-2;Maintenir la qualité des décisions juridictionnelles;1300.0;P165-2-1;Taux d'annulation des décisions juridictionnelles;Usager;7820.0;Taux d’annulation par le Conseil d’État des jugements des tribunaux administratifs.;;%;;11.6;cible atteinte;
2022.0;Mission;Sport, jeunesse et vie associative;;;MSF-1;Réduire les inégalités d'accès à la pratique sportive et promouvoir l'insertion du sport dans les différentes politiques publiques;6630.0;MSF-1-1;Pratique sportive des publics prioritaires;Usager;16441.0;Pour information : Taux de licences au plan national;NS;%;;23.1;donnée non renseignée;
2024.0;Programme;Solidarité, insertion et égalité des chances;304.0;Inclusion sociale et protection des personnes;P304-4;Garantir aux adultes vulnérables une protection juridique adaptée à leurs besoins;6420.0;P304-4-1;Coût moyen des mesures de protection exercées par les services tutélaires;Contribuable;17501.0;Part des services mandataires dont la valeur du point service est inférieure de 10% à la moyenne nationale;;%;7.0;6.7;cible atteinte;
2022.0;Mission;Sécurités;;;MSB-1;(P176.1/P152.1) Évaluer objectivement la prévention de la délinquance;5980.0;MSB-1-2;Evolution du nombre de crimes et délits en matière d'atteintes aux biens (AAB) constatés;Citoyen;24063.0;Nombre de crimes et délits en matière d'atteinte aux biens constatés;NS;Nb;;1993415.0;absence amélioration;
2022.0;Programme;Travail et emploi;102.0;Accès et retour à l'emploi;P102-2;Améliorer l'efficacité du service rendu à l'usager par Pôle emploi;6850.0;P102-2-2;Taux de satisfaction des services rendus par Pôle Emploi aux usagers;Usager;24208.0;Taux de satisfaction des demandeurs d'emploi concernant le suivi dont ils bénéficient;NS;%;80.0;83.5;cible atteinte;
2024.0;Programme;Écologie, développement et mobilité durables;113.0;Paysages, eau et biodiversité;P113-1;Assurer la gestion intégrée de la ressource en eau;2550.0;P113-1-2;Masses d'eau en bon état;Citoyen;23512.0;Bon état sur le paramètre ammonium;Budget vert;%;98.0;95.49;absence amélioration;
2023.0;Programme;Aide publique au développement;209.0;Solidarité à l'égard des pays en développement;P209-3;Faire valoir les priorités stratégiques françaises dans l'aide publique acheminée par les canaux européens;800.0;P209-3-1;Part des versements du FED sur les priorités stratégiques françaises;Citoyen;25838.0;Part des versements du FED pour l'égalité femmes/hommes (marqueur genre);;%;24.57;45.0;cible atteinte;
2023.0;Programme;Direction de l'action du Gouvernement;129.0;Coordination du travail gouvernemental;P129-6;Accompagner les administrations dans leur transformation et la simplification de leurs relations avec les usagers;2170.0;P129-6-1;Ouverture et diffusion des données publiques;Citoyen;30353.0;Évolution du nombre d'API référencées sur api.gouv.fr;;nombre d'API;200.0;153.0;amélioration;Sans objet
2023.0;Mission;Immigration, asile et intégration;;;MIA-1;Réduire les délais de traitement de la demande d'asile;4060.0;MIA-1-1;Délai de l'examen d'une demande d'asile par l'OFPRA;Usager;30141.0;Nombre de décisions rendues dans l’année;;Nb;160000.0;136751.0;amélioration;
2024.0;Programme;Santé;379.0;Compensation à la sécurité sociale du coût des dons de vaccins à des pays tiers et reversement des recettes de la Facilité pour la Relance et la Résilience (FRR) européenne au titre du volet « Ségur investissement » du plan national de relance et de résilience (PNRR);P379-1;Assurer le déploiement du volet « sanitaire » du Ségur Investissement en cohérence avec le plan national de relance et de résilience;100.0;P379-1-1;"Nombre d'établissements de santé soutenus dans leurs investissements ""du quotidien""";Citoyen;30976.0;"Nombre cumulé d’établissements de santé soutenus dans leurs investissements ""du quotidien""";;Nb;;1997.0;donnée non retenue;
2022.0;Programme;Publications officielles et information administrative;623.0;Édition et diffusion;P623-1;Optimiser la production et développer la diffusion des données;7400.0;P623-1-3;Améliorer la productivité et réduire l'impact environnemental;Citoyen;30449.0;Gâche papier en pourcentage de la consommation totale de papier;NS;%;7.0;5.7;cible atteinte;
2024.0;Mission;Enseignement scolaire;;;MEC-3;Favoriser la poursuite d'études des jeunes à l'issue de la scolarité secondaire;3220.0;MEC-3-1;Poursuite d'études des nouveaux bacheliers issus de l'enseignement public et privé;Citoyen;25142.0;Proportion d'élèves de familles appartenant aux PCS défavorisées parmi les élèves de CPGE (public);;%;17.0;;absence amélioration;Non déterminé
2024.0;Programme;Aide publique au développement;209.0;Solidarité à l'égard des pays en développement;P209-1;Contribuer à la mise en oeuvre des ODD, en renforçant la composante bilatérale et en concentrant l'aide sur les pays prioritaires;740.0;P209-1-1;Part des crédits bilatéraux du programme et des taxes dédiés aux priorités du CICID;Citoyen;25827.0;Part des crédits bilatéraux pour le climat, adaptation et atténuation (marqueurs de Rio);Budget vert;%;19.7;22.58;cible atteinte;
2024.0;Programme;Gestion des finances publiques;156.0;Gestion fiscale et financière de l'État et du secteur public local;P156-1;Améliorer l'efficacité de la lutte contre la fraude fiscale et du traitement des dépenses publiques et contribuer à l'accessibilité et à la clarté de la norme fiscale;3780.0;P156-1-1;Efficacité de la lutte contre la fraude fiscale;Citoyen;31009.0;Part des contrôles des particuliers ciblés par Intelligence Artificielle (IA) et data-mining;;%;40.0;52.97;cible atteinte;
2022.0;Programme;Gestion des finances publiques;218.0;Conduite et pilotage des politiques économiques et financières;P218-3;Maîtriser le coût des fonctions support;3890.0;P218-3-1;Gains relatifs aux actions achat interministérielles animées par la DAE;Contribuable;20945.0;Economies achats consolidées tous ministères;NS;M€;;;donnée non renseignée;
2022.0;Programme;Travail et emploi;102.0;Accès et retour à l'emploi;P102-3;Mobiliser au mieux les outils d'insertion professionnelle au bénéfice des personnes les plus éloignées du marché du travail;6860.0;P102-3-1;Taux d'insertion dans l'emploi 6 mois après la sortie d'un contrat aidé;Citoyen;30254.0;Taux d'insertion dans l'emploi durable des travailleurs handicapées à l'issue d'un CAE ou d'un PEC (CUI non-marchand);NS;%;47.5;33.0;absence amélioration;
2024.0;Programme;Avances à l'audiovisuel public;848.0;Programme de transformation;P848-1;Contribuer à la transformation de l’audiovisuel public;100.0;P848-1-1;Avancement des projets de transformation prioritaires;Contribuable;;;;;;;;
2022.0;Programme;Enseignement scolaire;141.0;Enseignement scolaire public du second degré;P141-1;Conduire le maximum de jeunes aux niveaux de compétences attendues en fin de formation initiale et à l'obtention des diplômes correspondants;3320.0;P141-1-5;Taux d'accès au diplôme correspondant des élèves ou apprentis inscrits en première année d'un cycle de formation;Citoyen;20693.0;Taux d'accès au diplôme de CAP des élèves de première année de CAP par l'apprentissage;NS;%;65.0;;donnée non renseignée;
2023.0;Programme;Administration générale et territoriale de l'État;354.0;Administration territoriale de l'État;P354-1;Renforcer l'attractivité de l'administration territoriale de l’État;100.0;P354-1-1;Nombre et pourcentage de postes non pourvus au niveau national;Citoyen;31255.0;Pourcentage de postes non pourvus au niveau national;;%;3.0;5.4;absence amélioration;
2022.0;Programme;Écologie, développement et mobilité durables;203.0;Infrastructures et services de transports;P203-2;Améliorer la qualité des infrastructures de transports;2430.0;P203-2-1;Coût des opérations de régénération et d'entretien du réseau ferré;Contribuable;7938.0;Coût kilométrique moyen des opérations d'entretien;NS;k€ courants par km;54.49;54.37;cible atteinte;
2024.0;Programme;Développement agricole et rural;776.0;Recherche appliquée et innovation en agriculture;P776-1;Renforcer le continuum entre recherche et innovation agricole pour accélérer l'émergence et l'appropriation d'innovations répondant aux enjeux d'une quadruple performance sociale, économique, sanitaire et environnementale;2.0;P776-1-1;Capacité des instituts techniques agricoles à développer des partenariats multi-acteurs au niveau européen;Citoyen;30326.0;Subvention prévisionnelle UE attribuée à des membres du réseau ACTA-ITA dans le cadre de ces projets.;;M€;4.0;2.7;absence amélioration;
2024.0;Programme;Gestion des finances publiques;156.0;Gestion fiscale et financière de l'État et du secteur public local;P156-2;Renforcer la qualité de service au profit des usagers et des partenaires;1900.0;P156-2-1;Proximité de l'administration, relation de confiance, rapidité, qualité de la transmission des informations aux usagers et dématérialisation des offres de service;Usager;30227.0;Indice de satisfaction des collectivités territoriales et des établissements de santé concernant les prestations des CDL, des SGC et des trésoreries hospitalières;;%;;89.4;cible atteinte;
2024.0;Programme;Travail et emploi;111.0;Amélioration de la qualité de l'emploi et des relations du travail;P111-2;Contribuer à la prévention et à la réduction des risques professionnels;7010.0;P111-2-1;Part du temps opérationnel consacré à la mise en oeuvre des actions relevant du PST4 et des PRST;Contribuable;30809.0;Part du temps opérationnel consacré à la mise en oeuvre des actions relevant du PST4 et des PRST;;%;65.0;65.0;cible atteinte;
2023.0;Mission;Avances à l'audiovisuel public;;;MZD-1;S'adresser au public le plus large dans un environnement numérique;7850.0;MZD-1-1;Audiences de France Télévisions;Citoyen;30534.0;Couverture hebdomadaire 4 écrans;;%;;77.3;donnée non renseignée;
2024.0;Programme;Sécurités;207.0;Sécurité et éducation routières;P207-1;Mobiliser l'ensemble de la société sur la sécurité routière pour réduire le nombre d'accidents et de tués sur les routes;6330.0;P207-1-1;Nombre annuel des tués (France métropolitaine et départements d'outre-mer);Citoyen;15831.0;Nombre annuel des tués (France métropolitaine);;Nb;;3190.0;absence amélioration;
2023.0;Programme;Outre-mer;138.0;Emploi outre-mer;P138-2;Lutter contre l'exclusion du marché du travail des publics les plus éloignés de l'emploi par des actions de formation professionnelle adaptées;4890.0;P138-2-2;Taux d'insertion professionnelle des jeunes ayant bénéficié d'une mesure de formation professionnelle en mobilité, 6 mois après la sortie de la mesure;Citoyen;30296.0;Taux d'insertion professionnelle des bénéficiaires féminines d'une mesure de formation professionnelle en mobilité, 6 mois après la sortie de la mesure;;%;65.0;70.0;cible atteinte;
2022.0;Programme;Défense;178.0;Préparation et emploi des forces;P178-5;Assurer la préparation des forces dans les délais impartis pour permettre la montée en puissance maximale des capacités militaires prévues;1870.0;P178-5-1;Niveau de réalisation des activités et de l'entraînement;Citoyen;30012.0;Journées de formation et d'entraînement;NS;jours;120.0;121.0;cible atteinte;
2022.0;Programme;Justice;166.0;Justice judiciaire;P166-1;Rendre une justice de qualité;4260.0;P166-1-1;Délai moyen de traitement des procédures civiles, hors procédures courtes;Usager;2621.0;Conseils de prud’hommes;NS;mois;16.5;16.9;amélioration;
2024.0;Programme;Sécurités;152.0;Gendarmerie nationale;P152-4;Renforcer l'efficacité dans la lutte contre l'insécurité routière;6270.0;P152-4-2;Accidentologie, infractions et dépistages liés à l'usage des stupéfiants;Citoyen;30764.0;Nombre d'infractions de conduite sous influence de produits stupéfiants;;Nb;;114126.0;absence amélioration;
2022.0;Programme;Défense;212.0;Soutien de la politique de la défense;P212-1;Réussir la transformation du ministère et garantir les grands équilibres portés par la LPM;1920.0;P212-1-1;Taux de reclassement du personnel militaire;Contribuable;25712.0;Taux d'accès à l'emploi des militaires accompagnés par l'ARD;NS;%;58.0;48.4;absence amélioration;
2024.0;Mission;Administration générale et territoriale de l'État;;;MAB-5;Améliorer l'efficience de l'administration territoriale de l'État;2360.0;MAB-5-2;Taux de sites en multi-occupation sur le périmètre de l'ATE;Contribuable;25717.0;Taux de sites en multi-occupation;;%;44.0;39.0;amélioration;
2024.0;Mission;Sécurités;;;MSB-2;(P176.2/P152.2) Renforcer l'activité des services pour mieux combattre la délinquance;6990.0;MSB-2-2;Nombre d'heures de patrouille de voie publique rapporté à l'activité totale;Contribuable;30564.0;Nombre d'heures de patrouille de voie publique effectuées par la Police Nationale;;%;;;cible atteinte;
