Niveau hiérarchique de la ligne,Catégorie,Section,Ligne de prévision,Ligne d'exécution,LFI,LFR/LFG,Total des prévisions,Total des recouvrements,Total des recettes**
0,Recettes non fiscales,26 - Divers,2615 - Commissions et frais de trésorerie perçus par l'État dans le cadre de son activité régalienne,,0,50093,50093,0,0
1,Recettes non fiscales,26 - Divers,2615 - Commissions et frais de trésorerie perçus par l'État dans le cadre de son activité régalienne,261501 - Changement de libellé : commissions interbancaires rétrocédées,0,0,0,"31118,66",0
2,Recettes non fiscales,26 - Divers,2615 - Commissions et frais de trésorerie perçus par l'État dans le cadre de son activité régalienne (total),2615 - Commissions et frais de trésorerie perçus par l'État dans le cadre de son activité régalienne (total),0,50093,50093,"31118,66",0
0,Recettes non fiscales,26 - Divers,2616 - Frais d'inscription,,5876148,806972,6683120,0,0
1,Recettes non fiscales,26 - Divers,2616 - Frais d'inscription,"261601 - Droits d'inscription pour les examens organisés par les différents ministères, droits de diplômes et de scolarité perçus dans les différentes écoles du Gouvernement",0,0,0,"472486,28",0
1,Recettes non fiscales,26 - Divers,2616 - Frais d'inscription,261602 - Frais d'inscription au registre du commerce TGI à compétence commerciale,0,0,0,"6276963,36",0
2,Recettes non fiscales,26 - Divers,2616 - Frais d'inscription (total),2616 - Frais d'inscription (total),5876148,806972,6683120,"6749449,64",0
0,Recettes non fiscales,26 - Divers,2617 - Recouvrement des indemnisations versées par l'État au titre des expulsions locatives,,8263620,-1647466,6616154,0,0
1,Recettes non fiscales,26 - Divers,2617 - Recouvrement des indemnisations versées par l'État au titre des expulsions locatives,261701 - Recouvrement des indemnisations versées par l'État dans le cadre de la procédure des expulsions locatives,0,0,0,"5973158,06",0
2,Recettes non fiscales,26 - Divers,2617 - Recouvrement des indemnisations versées par l'État au titre des expulsions locatives (total),2617 - Recouvrement des indemnisations versées par l'État au titre des expulsions locatives (total),8263620,-1647466,6616154,"5973158,06",0
0,Recettes non fiscales,26 - Divers,2618 - Remboursement des frais de scolarité et accessoires,,4845746,822578,5668324,0,0
1,Recettes non fiscales,26 - Divers,2618 - Remboursement des frais de scolarité et accessoires,"261801 - Remboursements de frais de scolarité, de pension et de trousseau par les anciens élèves des écoles du Gouvernement qui quittent prématurément le service de l'État",0,0,0,"2421453,58",0
1,Recettes non fiscales,26 - Divers,2618 - Remboursement des frais de scolarité et accessoires,261802 - Pensions et trousseaux des élèves des écoles du Gouvernement,0,0,0,"3064814,05",0
2,Recettes non fiscales,26 - Divers,2618 - Remboursement des frais de scolarité et accessoires (total),2618 - Remboursement des frais de scolarité et accessoires (total),4845746,822578,5668324,"5486267,63",0
0,Recettes non fiscales,26 - Divers,2620 - Récupération d'indus,,29090000,231910000,261000000,0,0
1,Recettes non fiscales,26 - Divers,2620 - Récupération d'indus,262002 - Récupération des indus sur les allocations de revenu minimum d'insertion (RAR),0,0,0,"51155,3",0
1,Recettes non fiscales,26 - Divers,2620 - Récupération d'indus,262003 - Récupération des indus sur rémunérations (ne donnant pas lieu à rétablissement de crédits) Restes à recouvrer,0,0,0,"54377,18",0
1,Recettes non fiscales,26 - Divers,2620 - Récupération d'indus,262004 - Récupération des indus sur allocations diverses versés par des organismes tiers,0,0,0,"125493,15",0
1,Recettes non fiscales,26 - Divers,2620 - Récupération d'indus,262005 - Récupération des avantages indus sur prêt à taux zéro,0,0,0,"83384,46",0
1,Recettes non fiscales,26 - Divers,2620 - Récupération d'indus,262006 - Récupération des indus sur l'aide au financement de la formation à la conduite et à la sécurité routière,0,0,0,3730,0
1,Recettes non fiscales,26 - Divers,2620 - Récupération d'indus,262007 - Récupération des indus sur la prime de retour à l'emploi,0,0,0,"5567,05",0
1,Recettes non fiscales,26 - Divers,2620 - Récupération d'indus,"262008 - Récupération des indus sur l'aide exceptionnelle de fin d'année aux bénéficiaires du revenu minimum d'insertion, du revenu de solidarité active et de la prime forfaitaire dite ""prime de Noël""",0,0,0,"1612,62",0
1,Recettes non fiscales,26 - Divers,2620 - Récupération d'indus,262011 - Récupération des indus de l'aide exceptionnelle inflation,0,0,0,4800,0
1,Recettes non fiscales,26 - Divers,2620 - Récupération d'indus,262012 - Récupération des indus du Fonds de solidarité ne donnant pas lieu à rétablissement de crédit,0,0,0,"45155513,14",0
1,Recettes non fiscales,26 - Divers,2620 - Récupération d'indus,262099 - Récupération des autres indus ne donnant pas lieu à rétablissement de crédit,0,0,0,"60850138,57",0
2,Recettes non fiscales,26 - Divers,2620 - Récupération d'indus (total),2620 - Récupération d'indus (total),29090000,231910000,261000000,"106335771,47",0
0,Recettes non fiscales,26 - Divers,2621 - Recouvrements après admission en non-valeur,,114350000,925202,115275202,0,0
1,Recettes non fiscales,26 - Divers,2621 - Recouvrements après admission en non-valeur,262101 - Recouvrement après admission en non valeur,0,0,0,"71431790,29",0
1,Recettes non fiscales,26 - Divers,2621 - Recouvrements après admission en non-valeur,262102 - Recettes sur créances admises en non valeur,0,0,0,"47865598,18",0
2,Recettes non fiscales,26 - Divers,2621 - Recouvrements après admission en non-valeur (total),2621 - Recouvrements après admission en non-valeur (total),114350000,925202,115275202,"119297388,47",0
0,Recettes non fiscales,26 - Divers,2622 - Divers versements de l'Union européenne,,7483000000,0,7483000000,0,0
1,Recettes non fiscales,26 - Divers,2622 - Divers versements de l'Union européenne,262201 - Autres versements de l'Union européenne,0,0,0,"105,05",0
1,Recettes non fiscales,26 - Divers,2622 - Divers versements de l'Union européenne,262202 - Autres versements de l'Union européenne - Facilité pour la Relance et la Résilience,0,0,0,7482919967,0
2,Recettes non fiscales,26 - Divers,2622 - Divers versements de l'Union européenne (total),2622 - Divers versements de l'Union européenne (total),7483000000,0,7483000000,"7482920072,05",0
0,Recettes non fiscales,26 - Divers,2623 - Reversements de fonds sur les dépenses des ministères ne donnant pas lieu à rétablissement de crédits,,32698352,34930368,67628720,0,0
1,Recettes non fiscales,26 - Divers,2623 - Reversements de fonds sur les dépenses des ministères ne donnant pas lieu à rétablissement de crédits,262301 - Reversements de fonds sur les dépenses des ministères ne donnant pas lieu à rétablissement de crédits,0,0,0,"96340609,25",0
2,Recettes non fiscales,26 - Divers,2623 - Reversements de fonds sur les dépenses des ministères ne donnant pas lieu à rétablissement de crédits (total),2623 - Reversements de fonds sur les dépenses des ministères ne donnant pas lieu à rétablissement de crédits (total),32698352,34930368,67628720,"96340609,25",0
0,Recettes non fiscales,26 - Divers,2624 - Intérêts divers (hors immobilisations financières),,29870000,9120238,38990238,0,0
1,Recettes non fiscales,26 - Divers,2624 - Intérêts divers (hors immobilisations financières),262401 - Intérêts servis par diverses banques aux comptables de la DGFIP (ex Trésor),0,0,0,"2735920,34",0
1,Recettes non fiscales,26 - Divers,2624 - Intérêts divers (hors immobilisations financières),262402 - Autres intérêts divers,0,0,0,"46715295,88",0
2,Recettes non fiscales,26 - Divers,2624 - Intérêts divers (hors immobilisations financières) (total),2624 - Intérêts divers (hors immobilisations financières) (total),29870000,9120238,38990238,"49451216,22",0
0,Recettes non fiscales,26 - Divers,2625 - Recettes diverses en provenance de l'étranger,,9580000,-6761518,2818482,0,0
1,Recettes non fiscales,26 - Divers,2625 - Recettes diverses en provenance de l'étranger,262501 - États étrangers,0,0,0,"3280821,89",0
2,Recettes non fiscales,26 - Divers,2625 - Recettes diverses en provenance de l'étranger (total),2625 - Recettes diverses en provenance de l'étranger (total),9580000,-6761518,2818482,"3280821,89",0
0,Recettes non fiscales,26 - Divers,2626 - Remboursement de certaines exonérations de taxe foncière sur les propriétés non bâties (art.109 de la loi de finances pour 1992),,3373514,201469,3574983,0,0
1,Recettes non fiscales,26 - Divers,2626 - Remboursement de certaines exonérations de taxe foncière sur les propriétés non bâties (art.109 de la loi de finances pour 1992),262601 - Recettes diverses - Remboursement des dégrèvements au titre de l'article 109 de la loi de finances pour 1992,0,0,0,"3780432,41",0
2,Recettes non fiscales,26 - Divers,2626 - Remboursement de certaines exonérations de taxe foncière sur les propriétés non bâties (art.109 de la loi de finances pour 1992) (total),2626 - Remboursement de certaines exonérations de taxe foncière sur les propriétés non bâties (art.109 de la loi de finances pour 1992) (total),3373514,201469,3574983,"3780432,41",0
