Niveau hiérarchique de la ligne,Catégorie,Section,Ligne de prévision,Ligne d'exécution,LFI,LFR/LFG,Total des prévisions,Total des recouvrements,Total des recettes**
0,Recettes fiscales,"17 - Enregistrement, timbre, autres contributions et taxes indirectes",1761 - Taxe et droits de consommation sur les tabacs,,67000000,0,67000000,0,0
1,Recettes fiscales,"17 - Enregistrement, timbre, autres contributions et taxes indirectes",1761 - Taxe et droits de consommation sur les tabacs,176101 - Droits de consommation sur les tabacs,0,0,0,"48715145,19",0
2,Recettes fiscales,"17 - Enregistrement, timbre, autres contributions et taxes indirectes",1761 - Taxe et droits de consommation sur les tabacs (total),1761 - Taxe et droits de consommation sur les tabacs (total),67000000,0,67000000,"48715145,19",0
0,Recettes fiscales,"17 - Enregistrement, timbre, autres contributions et taxes indirectes",1768 - Taxe spéciale sur certains véhicules routiers,,176201739,-941019,175260720,0,0
1,Recettes fiscales,"17 - Enregistrement, timbre, autres contributions et taxes indirectes",1768 - Taxe spéciale sur certains véhicules routiers,176801 - Taxe à l'essieu (DGFIP). Taxe spéciale sur certains véhicules routiers (DGDDI),0,0,0,"168738385,4",0
2,Recettes fiscales,"17 - Enregistrement, timbre, autres contributions et taxes indirectes",1768 - Taxe spéciale sur certains véhicules routiers (total),1768 - Taxe spéciale sur certains véhicules routiers (total),176201739,-941019,175260720,"168738385,4",0
0,Recettes fiscales,"17 - Enregistrement, timbre, autres contributions et taxes indirectes",1769 - Autres droits et recettes à différents titres,,136845931,-18999556,117846375,0,0
1,Recettes fiscales,"17 - Enregistrement, timbre, autres contributions et taxes indirectes",1769 - Autres droits et recettes à différents titres,176901 - Autres droits et recettes à différents titres,0,0,0,"112820,99",0
1,Recettes fiscales,"17 - Enregistrement, timbre, autres contributions et taxes indirectes",1769 - Autres droits et recettes à différents titres,176904 - Taxe et droits de consommation sur les tabacs,0,0,0,200,0
1,Recettes fiscales,"17 - Enregistrement, timbre, autres contributions et taxes indirectes",1769 - Autres droits et recettes à différents titres,176905 - Garantie des matières d'or et d'argent,0,0,0,"3947,3",0
1,Recettes fiscales,"17 - Enregistrement, timbre, autres contributions et taxes indirectes",1769 - Autres droits et recettes à différents titres,176906 - Taxe sur les concessionnaires d'autoroutes,0,0,0,"235661797,14",0
2,Recettes fiscales,"17 - Enregistrement, timbre, autres contributions et taxes indirectes",1769 - Autres droits et recettes à différents titres (total),1769 - Autres droits et recettes à différents titres (total),136845931,-18999556,117846375,"235778765,43",0
0,Recettes fiscales,"17 - Enregistrement, timbre, autres contributions et taxes indirectes",1776 - Redevances sanitaires d'abattage et de découpage,,55000000,-5718532,49281468,0,0
1,Recettes fiscales,"17 - Enregistrement, timbre, autres contributions et taxes indirectes",1776 - Redevances sanitaires d'abattage et de découpage,177601 - Redevances sanitaires d'abattage et de découpage,0,0,0,"47158252,2",0
2,Recettes fiscales,"17 - Enregistrement, timbre, autres contributions et taxes indirectes",1776 - Redevances sanitaires d'abattage et de découpage (total),1776 - Redevances sanitaires d'abattage et de découpage (total),55000000,-5718532,49281468,"47158252,2",0
0,Recettes fiscales,"17 - Enregistrement, timbre, autres contributions et taxes indirectes",1777 - Taxe sur certaines dépenses de publicité,,17000000,912746,17912746,0,0
1,Recettes fiscales,"17 - Enregistrement, timbre, autres contributions et taxes indirectes",1777 - Taxe sur certaines dépenses de publicité,177701 - Produit de la taxe sur certaines dépenses de publicité,0,0,0,"14930714,5",0
2,Recettes fiscales,"17 - Enregistrement, timbre, autres contributions et taxes indirectes",1777 - Taxe sur certaines dépenses de publicité (total),1777 - Taxe sur certaines dépenses de publicité (total),17000000,912746,17912746,"14930714,5",0
1,Recettes fiscales,"17 - Enregistrement, timbre, autres contributions et taxes indirectes",1780 - Taxe de l'aviation civile,178001 - Part de la taxe de l'aviation civile affectée au budget de l'État,0,0,0,"395,64",0
2,Recettes fiscales,"17 - Enregistrement, timbre, autres contributions et taxes indirectes",1780 - Taxe de l'aviation civile (total),1780 - Taxe de l'aviation civile (total),0,0,0,"395,64",0
0,Recettes fiscales,"17 - Enregistrement, timbre, autres contributions et taxes indirectes",1781 - Taxe sur les installations nucléaires de base,,560000000,-380663,559619337,0,0
1,Recettes fiscales,"17 - Enregistrement, timbre, autres contributions et taxes indirectes",1781 - Taxe sur les installations nucléaires de base,178101 - Taxe sur les installations nucléaires de base,0,0,0,557669925,0
2,Recettes fiscales,"17 - Enregistrement, timbre, autres contributions et taxes indirectes",1781 - Taxe sur les installations nucléaires de base (total),1781 - Taxe sur les installations nucléaires de base (total),560000000,-380663,559619337,557669925,0
0,Recettes fiscales,"17 - Enregistrement, timbre, autres contributions et taxes indirectes",1782 - Taxes sur les stations et liaisons radioélectriques privées,,28000000,-3275590,24724410,0,0
1,Recettes fiscales,"17 - Enregistrement, timbre, autres contributions et taxes indirectes",1782 - Taxes sur les stations et liaisons radioélectriques privées,178201 - Taxes sur les stations et liaisons radioélectriques privées- ordonnancées par la Direction des Postes et Télécommunications,0,0,0,"16772,54",0
1,Recettes fiscales,"17 - Enregistrement, timbre, autres contributions et taxes indirectes",1782 - Taxes sur les stations et liaisons radioélectriques privées,178202 - Taxes sur les stations et liaisons radioélectriques privées- ordonnancées par l'Autorité de Régulation des Télécommunications,0,0,0,"22508688,48",0
2,Recettes fiscales,"17 - Enregistrement, timbre, autres contributions et taxes indirectes",1782 - Taxes sur les stations et liaisons radioélectriques privées (total),1782 - Taxes sur les stations et liaisons radioélectriques privées (total),28000000,-3275590,24724410,"22525461,02",0
0,Recettes fiscales,"17 - Enregistrement, timbre, autres contributions et taxes indirectes",1785 - Produits des jeux exploités par la Française des jeux (hors paris sportifs),,2944264366,-91655569,2852608797,0,0
1,Recettes fiscales,"17 - Enregistrement, timbre, autres contributions et taxes indirectes",1785 - Produits des jeux exploités par la Française des jeux (hors paris sportifs),178501 - Produits des jeux exploités par la Française des jeux,0,0,0,"3032459423,22",0
2,Recettes fiscales,"17 - Enregistrement, timbre, autres contributions et taxes indirectes",1785 - Produits des jeux exploités par la Française des jeux (hors paris sportifs) (total),1785 - Produits des jeux exploités par la Française des jeux (hors paris sportifs) (total),2944264366,-91655569,2852608797,"3032459423,22",0
0,Recettes fiscales,"17 - Enregistrement, timbre, autres contributions et taxes indirectes",1786 - Prélèvements sur le produit des jeux dans les casinos,,1039557176,-103312823,936244353,0,0
1,Recettes fiscales,"17 - Enregistrement, timbre, autres contributions et taxes indirectes",1786 - Prélèvements sur le produit des jeux dans les casinos,178601 - Prélèvements sur le produit des jeux dans les casinos régis par la loi du 15 juin 1907,0,0,0,"905597739,5",0
1,Recettes fiscales,"17 - Enregistrement, timbre, autres contributions et taxes indirectes",1786 - Prélèvements sur le produit des jeux dans les casinos,178602 - Prélèvements sur le produit des jeux dans les casinos régis par la loi du 15 juin 1907,0,0,0,"1743993,14",0
1,Recettes fiscales,"17 - Enregistrement, timbre, autres contributions et taxes indirectes",1786 - Prélèvements sur le produit des jeux dans les casinos,178603 - Prélèvement progressif dû par les clubs de jeux,0,0,0,"40590418,98",0
2,Recettes fiscales,"17 - Enregistrement, timbre, autres contributions et taxes indirectes",1786 - Prélèvements sur le produit des jeux dans les casinos (total),1786 - Prélèvements sur le produit des jeux dans les casinos (total),1039557176,-103312823,936244353,"947932151,62",0
0,Recettes fiscales,"17 - Enregistrement, timbre, autres contributions et taxes indirectes",1787 - Prélèvement sur le produit brut des paris hippiques,,420768064,-18763415,402004649,0,0
1,Recettes fiscales,"17 - Enregistrement, timbre, autres contributions et taxes indirectes",1787 - Prélèvement sur le produit brut des paris hippiques,178702 - Prélèvement sur les paris hippiques,0,0,0,"415856436,1",0
2,Recettes fiscales,"17 - Enregistrement, timbre, autres contributions et taxes indirectes",1787 - Prélèvement sur le produit brut des paris hippiques (total),1787 - Prélèvement sur le produit brut des paris hippiques (total),420768064,-18763415,402004649,"415856436,1",0
0,Recettes fiscales,"17 - Enregistrement, timbre, autres contributions et taxes indirectes",1788 - Prélèvement sur les paris sportifs,,817767917,86982500,904750417,0,0
1,Recettes fiscales,"17 - Enregistrement, timbre, autres contributions et taxes indirectes",1788 - Prélèvement sur les paris sportifs,178801 - Prélèvement sur les paris sportifs,0,0,0,805362301,0
1,Recettes fiscales,"17 - Enregistrement, timbre, autres contributions et taxes indirectes",1788 - Prélèvement sur les paris sportifs,"178802 - Prélèvement de 1,3% sur les paris sportifs",0,0,0,"190562000,64",0
2,Recettes fiscales,"17 - Enregistrement, timbre, autres contributions et taxes indirectes",1788 - Prélèvement sur les paris sportifs (total),1788 - Prélèvement sur les paris sportifs (total),817767917,86982500,904750417,"995924301,64",0
0,Recettes fiscales,"17 - Enregistrement, timbre, autres contributions et taxes indirectes",1789 - Prélèvement sur les jeux de cercle en ligne,,125596468,-2339398,123257070,0,0
1,Recettes fiscales,"17 - Enregistrement, timbre, autres contributions et taxes indirectes",1789 - Prélèvement sur les jeux de cercle en ligne,178901 - Prélèvement sur les jeux de cercle en ligne,0,0,0,"120292188,5",0
2,Recettes fiscales,"17 - Enregistrement, timbre, autres contributions et taxes indirectes",1789 - Prélèvement sur les jeux de cercle en ligne (total),1789 - Prélèvement sur les jeux de cercle en ligne (total),125596468,-2339398,123257070,"120292188,5",0
0,Recettes fiscales,"17 - Enregistrement, timbre, autres contributions et taxes indirectes",1797 - Taxe sur les transactions financières,,1200000000,41000000,1241000000,0,0
1,Recettes fiscales,"17 - Enregistrement, timbre, autres contributions et taxes indirectes",1797 - Taxe sur les transactions financières,179701 - Taxe sur les acquisitions de titres de capital ou assimilé,0,0,0,"1331523595,04",0
1,Recettes fiscales,"17 - Enregistrement, timbre, autres contributions et taxes indirectes",1797 - Taxe sur les transactions financières,179703 - Taxe sur les opérations à haute fréquence portant sur les titres de capital,0,0,0,3437,0
2,Recettes fiscales,"17 - Enregistrement, timbre, autres contributions et taxes indirectes",1797 - Taxe sur les transactions financières (total),1797 - Taxe sur les transactions financières (total),1200000000,41000000,1241000000,"1331527032,04",0
1,Recettes fiscales,"17 - Enregistrement, timbre, autres contributions et taxes indirectes",1798 - Impositions forfaitaires sur les entreprises de réseaux (affectation temporaire à l'État en 2010),179809 - IFER sur le matériel roulant utilisé sur les lignes de transport en commun des voyageurs. Reliquat SGP,0,0,0,1904438,0
2,Recettes fiscales,"17 - Enregistrement, timbre, autres contributions et taxes indirectes",1798 - Impositions forfaitaires sur les entreprises de réseaux (affectation temporaire à l'État en 2010) (total),1798 - Impositions forfaitaires sur les entreprises de réseaux (affectation temporaire à l'État en 2010) (total),0,0,0,1904438,0
0,Recettes fiscales,"17 - Enregistrement, timbre, autres contributions et taxes indirectes",1799 - Autres taxes,,3258000000,-2243000000,1015000000,0,0
1,Recettes fiscales,"17 - Enregistrement, timbre, autres contributions et taxes indirectes",1799 - Autres taxes,179901 - Autres taxes,0,0,0,"574414,72",0
1,Recettes fiscales,"17 - Enregistrement, timbre, autres contributions et taxes indirectes",1799 - Autres taxes,179902 - Produit de la taxe différentielle sur les véhicules terrestres à moteur,0,0,0,114,0
1,Recettes fiscales,"17 - Enregistrement, timbre, autres contributions et taxes indirectes",1799 - Autres taxes,179903 - Taxes et redevances diverses,0,0,0,"5158,97",0
1,Recettes fiscales,"17 - Enregistrement, timbre, autres contributions et taxes indirectes",1799 - Autres taxes,179904 - Recettes diverses et pénalités,0,0,0,"331408,39",0
1,Recettes fiscales,"17 - Enregistrement, timbre, autres contributions et taxes indirectes",1799 - Autres taxes,179905 - Actes judiciaires et extrajudiciaires,0,0,0,"24255,13",0
1,Recettes fiscales,"17 - Enregistrement, timbre, autres contributions et taxes indirectes",1799 - Autres taxes,179906 - Taxe additionnelle au droit de bail,0,0,0,"67114,54",0
1,Recettes fiscales,"17 - Enregistrement, timbre, autres contributions et taxes indirectes",1799 - Autres taxes,179910 - Taxe annuelle sur la détention de véhicules polluants,0,0,0,"66377,16",0
1,Recettes fiscales,"17 - Enregistrement, timbre, autres contributions et taxes indirectes",1799 - Autres taxes,179911 - Taxe sur les entreprises ayant bénéficié de quotas d'émission de gaz à effet de serre,0,0,0,2132,0
1,Recettes fiscales,"17 - Enregistrement, timbre, autres contributions et taxes indirectes",1799 - Autres taxes,179912 - Contribution sur les activités privées de sécurité,0,0,0,"428388,05",0
1,Recettes fiscales,"17 - Enregistrement, timbre, autres contributions et taxes indirectes",1799 - Autres taxes,179913 - Contribution sur les boissons contenant des édulcorants,0,0,0,"0,87",0
1,Recettes fiscales,"17 - Enregistrement, timbre, autres contributions et taxes indirectes",1799 - Autres taxes,179914 - Contribution sur les boissons contenant des sucres ajoutés,0,0,0,"1,23",0
1,Recettes fiscales,"17 - Enregistrement, timbre, autres contributions et taxes indirectes",1799 - Autres taxes,179918 - Taxe due par l'employeur qui embauche un travailleur étranger,0,0,0,"31145628,07",0
1,Recettes fiscales,"17 - Enregistrement, timbre, autres contributions et taxes indirectes",1799 - Autres taxes,179921 - Droit de francisation et de navigation. Reliquat Conservatoire de l'espace littoral et des rivages lacustres,0,0,0,"4725299,46",0
1,Recettes fiscales,"17 - Enregistrement, timbre, autres contributions et taxes indirectes",1799 - Autres taxes,179931 - Redevances cynégétiques. Reliquat Office national de la chasse et de la faune sauvage,0,0,0,"0,32",0
1,Recettes fiscales,"17 - Enregistrement, timbre, autres contributions et taxes indirectes",1799 - Autres taxes,179932 - Taxe additionnelle à la taxe sur les installations nucléaires de base . Recherche. Reliquat ANDRA,0,0,0,8155026,0
1,Recettes fiscales,"17 - Enregistrement, timbre, autres contributions et taxes indirectes",1799 - Autres taxes,179938 - Droits et contributions pour frais de contrôle. Reliquat AMF,0,0,0,"19416279,91",0
1,Recettes fiscales,"17 - Enregistrement, timbre, autres contributions et taxes indirectes",1799 - Autres taxes,179939 - Contributions pour frais de contrôle. Reliquat ACPR,0,0,0,"14214346,2",0
1,Recettes fiscales,"17 - Enregistrement, timbre, autres contributions et taxes indirectes",1799 - Autres taxes,179943 - Redevance d'archéologie préventive. Part Culture,0,0,0,"27152042,23",0
1,Recettes fiscales,"17 - Enregistrement, timbre, autres contributions et taxes indirectes",1799 - Autres taxes,179944 - Redevance d'archéologie préventive. Part Logement,0,0,0,"69297640,82",0
1,Recettes fiscales,"17 - Enregistrement, timbre, autres contributions et taxes indirectes",1799 - Autres taxes,179945 - Redevances affectées aux agences de l'eau. Reliquat,0,0,0,12945,0
1,Recettes fiscales,"17 - Enregistrement, timbre, autres contributions et taxes indirectes",1799 - Autres taxes,179947 - Taxe pour frais de contrôle due par les concessionnaires d'autoroutes,0,0,0,"2494807,1",0
1,Recettes fiscales,"17 - Enregistrement, timbre, autres contributions et taxes indirectes",1799 - Autres taxes,179948 - Contribution additionnelle aux primes ou cotisations afférentes aux conventions d'assurance couvrant les risques en agriculture . Reliquat du fonds national de gestion des risques en agriculture,0,0,0,"44575759,68",0
1,Recettes fiscales,"17 - Enregistrement, timbre, autres contributions et taxes indirectes",1799 - Autres taxes,179949 - Redevance pour examen du code de la route,0,0,0,301290,0
1,Recettes fiscales,"17 - Enregistrement, timbre, autres contributions et taxes indirectes",1799 - Autres taxes,179950 - Taxe perçue lors des demandes relatives aux médicaments vétérinaires,0,0,0,1028701,0
1,Recettes fiscales,"17 - Enregistrement, timbre, autres contributions et taxes indirectes",1799 - Autres taxes,179955 - Taxe additionnelle à la taxe sur les certificats d'immatriculation des véhicules de tourisme (article 34 de la LFI 2018),0,0,0,"28711,07",0
1,Recettes fiscales,"17 - Enregistrement, timbre, autres contributions et taxes indirectes",1799 - Autres taxes,179957 - TSCA 9% sur contrat assurance décès immobilier (Article 1001 du CGI),0,0,0,"297947164,43",0
1,Recettes fiscales,"17 - Enregistrement, timbre, autres contributions et taxes indirectes",1799 - Autres taxes,179960 - Contribution versée par les étudiants lors de leur inscription (Art. L. 841-5 code de l' éducation) - reliquat CROUS,0,0,0,3022672,0
1,Recettes fiscales,"17 - Enregistrement, timbre, autres contributions et taxes indirectes",1799 - Autres taxes,179961 - Prélèvement sur le produit des primes relatives à la garantie contre le risque de catastrophes naturelles (art.235 ter ZE du code général des impôts),0,0,0,"295179136,11",0
1,Recettes fiscales,"17 - Enregistrement, timbre, autres contributions et taxes indirectes",1799 - Autres taxes,179962 - Redevances perçues en matière de propriété industrielle et de registre national du commerce et des sociétés - Reliquat INPI,0,0,0,"89556626,63",0
1,Recettes fiscales,"17 - Enregistrement, timbre, autres contributions et taxes indirectes",1799 - Autres taxes,179963 - Taxe sur la fourniture en France de services de mise en relation par voie électronique des personnes en vue de fournir certaines prestations de transport (article 300bis et suivant du CGI) - Reliquat ARPE,0,0,0,"1520595,84",0
1,Recettes fiscales,"17 - Enregistrement, timbre, autres contributions et taxes indirectes",1799 - Autres taxes,179965 - Taxes sur l'embarquement des passagers (TEP) - Produits de la majoration en l'absence de communres classées stations de tourisme,0,0,0,40646,0
2,Recettes fiscales,"17 - Enregistrement, timbre, autres contributions et taxes indirectes",1799 - Autres taxes (total),1799 - Autres taxes (total),3258000000,-2243000000,1015000000,"911314682,93",0
3,Recettes fiscales,"17 - Enregistrement, timbre, autres contributions et taxes indirectes (total)","17 - Enregistrement, timbre, autres contributions et taxes indirectes (total)","17 - Enregistrement, timbre, autres contributions et taxes indirectes (total)",39668072661,536366922,40204439583,"41051278231,56","41051278231,56"
1,Recettes fiscales,"17 - Enregistrement, timbre, autres contributions et taxes indirectes (total)","17 - Enregistrement, timbre, autres contributions et taxes indirectes (total)","17 - Enregistrement, timbre, autres contributions et taxes indirectes (total)",0,0,0,0,0
0,Recettes fiscales,"17 - Enregistrement, timbre, autres contributions et taxes indirectes (total)","17 - Enregistrement, timbre, autres contributions et taxes indirectes (total)","17 - Enregistrement, timbre, autres contributions et taxes indirectes (total)",0,0,0,0,0
3,Recettes fiscales,"17 - Enregistrement, timbre, autres contributions et taxes indirectes (total) (total)","17 - Enregistrement, timbre, autres contributions et taxes indirectes (total) (total)","17 - Enregistrement, timbre, autres contributions et taxes indirectes (total) (total)",0,0,0,0,"-8716547654,12"
4,Recettes fiscales (total),Recettes fiscales (total),Recettes fiscales (total),Recettes fiscales (total),356274033014,-22966965345,333307067669,"467247625869,83","325679295289,64"
0,Recettes non fiscales,21 - Dividendes et recettes assimilées,2110 - Produits des participations de l'État dans des entreprises financières,,3157400000,-125624810,3031775190,0,0
1,Recettes non fiscales,21 - Dividendes et recettes assimilées,2110 - Produits des participations de l'État dans des entreprises financières,211031 - Entités contrôlées : AFD (Agence française du développement),0,0,0,65075190,0
1,Recettes non fiscales,21 - Dividendes et recettes assimilées,2110 - Produits des participations de l'État dans des entreprises financières,211038 - Entités contrôlées : CCR (Caisse Centrale de Réassurance),0,0,0,"5605253,17",0
1,Recettes non fiscales,21 - Dividendes et recettes assimilées,2110 - Produits des participations de l'État dans des entreprises financières,211058 - Entités non contrôlées : CDC (Caisse des Dépôts et Consignations),0,0,0,1370045167,0
2,Recettes non fiscales,21 - Dividendes et recettes assimilées,2110 - Produits des participations de l'État dans des entreprises financières (total),2110 - Produits des participations de l'État dans des entreprises financières (total),3157400000,-125624810,3031775190,"1440725610,17",0
0,Recettes non fiscales,21 - Dividendes et recettes assimilées,2116 - Produits des participations de l'État dans des entreprises non financières et bénéfices des établissements publics non financiers,,1576000000,903273323,2479273323,0,0
1,Recettes non fiscales,21 - Dividendes et recettes assimilées,2116 - Produits des participations de l'État dans des entreprises non financières et bénéfices des établissements publics non financiers,211601 - Entités contrôlées,0,0,0,"250297829,69",0
1,Recettes non fiscales,21 - Dividendes et recettes assimilées,2116 - Produits des participations de l'État dans des entreprises non financières et bénéfices des établissements publics non financiers,211609 - Entités contrôlées : BPI (Banque Publique d'Investissement),0,0,0,"193971789,02",0
1,Recettes non fiscales,21 - Dividendes et recettes assimilées,2116 - Produits des participations de l'État dans des entreprises non financières et bénéfices des établissements publics non financiers,211610 - Entités contrôlées : ADP (Aéroports de Paris),0,0,0,"191407544,34",0
1,Recettes non fiscales,21 - Dividendes et recettes assimilées,2116 - Produits des participations de l'État dans des entreprises non financières et bénéfices des établissements publics non financiers,211618 - Création 2010 - Entités non contrôlées : DCI (Défense conseil international),0,0,0,10453504,0
1,Recettes non fiscales,21 - Dividendes et recettes assimilées,2116 - Produits des participations de l'État dans des entreprises non financières et bénéfices des établissements publics non financiers,211621 - Entités non contrôlées,0,0,0,"8545955,36",0
1,Recettes non fiscales,21 - Dividendes et recettes assimilées,2116 - Produits des participations de l'État dans des entreprises non financières et bénéfices des établissements publics non financiers,211628 - Entités contrôlées : DCNS (Direction des Constructions Navales),0,0,0,"80610103,3",0
1,Recettes non fiscales,21 - Dividendes et recettes assimilées,2116 - Produits des participations de l'État dans des entreprises non financières et bénéfices des établissements publics non financiers,211641 - Entités contrôlées : GIAT Industries (Grpt Indus Armements terrestres),0,0,0,65984000,0
1,Recettes non fiscales,21 - Dividendes et recettes assimilées,2116 - Produits des participations de l'État dans des entreprises non financières et bénéfices des établissements publics non financiers,211658 - Entités contrôlées : SOGEPA (Société de Gestion et de Participations aéronautiques),0,0,0,154330000,0
1,Recettes non fiscales,21 - Dividendes et recettes assimilées,2116 - Produits des participations de l'État dans des entreprises non financières et bénéfices des établissements publics non financiers,211668 - Entités contrôlées : TSA (ex- Thomson SA),0,0,0,187000000,0
1,Recettes non fiscales,21 - Dividendes et recettes assimilées,2116 - Produits des participations de l'État dans des entreprises non financières et bénéfices des établissements publics non financiers,211671 - Entités contrôlées : UGAP (Union des groupements d'achats publics),0,0,0,10613423,0
1,Recettes non fiscales,21 - Dividendes et recettes assimilées,2116 - Produits des participations de l'État dans des entreprises non financières et bénéfices des établissements publics non financiers,211679 - Entités non contrôlées : Renault,0,0,0,"82117642,75",0
1,Recettes non fiscales,21 - Dividendes et recettes assimilées,2116 - Produits des participations de l'État dans des entreprises non financières et bénéfices des établissements publics non financiers,211688 - Entités non contrôlées : France TELECOM,0,0,0,"256459991,76",0
1,Recettes non fiscales,21 - Dividendes et recettes assimilées,2116 - Produits des participations de l'État dans des entreprises non financières et bénéfices des établissements publics non financiers,211691 - Entités non contrôlées : GDF-SUEZ,0,0,0,"824982657,8",0
1,Recettes non fiscales,21 - Dividendes et recettes assimilées,2116 - Produits des participations de l'État dans des entreprises non financières et bénéfices des établissements publics non financiers,211692 - Entités non contrôlées : FDJ (Française des jeux),0,0,0,"69552624,24",0
1,Recettes non fiscales,21 - Dividendes et recettes assimilées,2116 - Produits des participations de l'État dans des entreprises non financières et bénéfices des établissements publics non financiers,211698 - Entités non contrôlées : SAFRAN,0,0,0,"105562888,2",0
2,Recettes non fiscales,21 - Dividendes et recettes assimilées,2116 - Produits des participations de l'État dans des entreprises non financières et bénéfices des établissements publics non financiers (total),2116 - Produits des participations de l'État dans des entreprises non financières et bénéfices des établissements publics non financiers (total),1576000000,903273323,2479273323,"2491889953,46",0
0,Recettes non fiscales,21 - Dividendes et recettes assimilées,2199 - Autres dividendes et recettes assimilées,,0,980105860,980105860,0,0
1,Recettes non fiscales,21 - Dividendes et recettes assimilées,2199 - Autres dividendes et recettes assimilées,219901 - Autres dividendes et recettes assimilées,0,0,0,"4340,16",0
1,Recettes non fiscales,21 - Dividendes et recettes assimilées,2199 - Autres dividendes et recettes assimilées,219906 - Programmes Investissements d'avenir (PIA) - Autres dividendes et produits assimilés - CDC,0,0,0,"6058036,41",0
1,Recettes non fiscales,21 - Dividendes et recettes assimilées,2199 - Autres dividendes et recettes assimilées,219907 - Programmes Investissements d'avenir (PIA) - Autres dividendes et produits assimilés - OSEO/BPI,0,0,0,"1441648,77",0
1,Recettes non fiscales,21 - Dividendes et recettes assimilées,2199 - Autres dividendes et recettes assimilées,219920 - Autres dividendes BDF,0,0,0,843700000,0
2,Recettes non fiscales,21 - Dividendes et recettes assimilées,2199 - Autres dividendes et recettes assimilées (total),2199 - Autres dividendes et recettes assimilées (total),0,980105860,980105860,"851204025,34",0
3,Recettes non fiscales,21 - Dividendes et recettes assimilées (total),21 - Dividendes et recettes assimilées (total),21 - Dividendes et recettes assimilées (total),3154700000,1757754373,4912454373,"4783819588,97","4783819588,97"
0,Recettes non fiscales,22 - Produits du domaine de l'État,2201 - Revenus du domaine public non militaire,,1025000000,-173951074,851048926,0,0
1,Recettes non fiscales,22 - Produits du domaine de l'État,2201 - Revenus du domaine public non militaire,220101 - Redevances progressives dues par les titulaires d'exploitation de mines d'hydrocarbures liquides ou gazeux,0,0,0,"13888574,09",0
1,Recettes non fiscales,22 - Produits du domaine de l'État,2201 - Revenus du domaine public non militaire,220103 - Concessions de ports de plaisance sur le domaine maritime et fluvial,0,0,0,318088,0
1,Recettes non fiscales,22 - Produits du domaine de l'État,2201 - Revenus du domaine public non militaire,220105 - Autorisation d'exploitation des cultures marines,0,0,0,"1141680,75",0
1,Recettes non fiscales,22 - Produits du domaine de l'État,2201 - Revenus du domaine public non militaire,220106 - Pêche et chasse sur les dépendances du domaine public,0,0,0,"882899,99",0
1,Recettes non fiscales,22 - Produits du domaine de l'État,2201 - Revenus du domaine public non militaire,220107 - Droits de passage accordés sur le domaine public aux exploitants de réseaux de télécommunication,0,0,0,"2551354,02",0
1,Recettes non fiscales,22 - Produits du domaine de l'État,2201 - Revenus du domaine public non militaire,220108 - Licence de pêche,0,0,0,"96274,67",0
1,Recettes non fiscales,22 - Produits du domaine de l'État,2201 - Revenus du domaine public non militaire,220109 - Concessions ou autorisation de toute nature de la compétence du TPG,0,0,0,-1143,0
1,Recettes non fiscales,22 - Produits du domaine de l'État,2201 - Revenus du domaine public non militaire,"220110 - Autres occupations, concessions ou autorisation dont le tarif est fixé au plan national",0,0,0,"9494442,08",0
1,Recettes non fiscales,22 - Produits du domaine de l'État,2201 - Revenus du domaine public non militaire,220111 - Utilisation de l'énergie hydraulique,0,0,0,"15253173,57",0
1,Recettes non fiscales,22 - Produits du domaine de l'État,2201 - Revenus du domaine public non militaire,"220112 - Recettes FNAFU : produits de gestion résultant de la location, de l'occupation ou de l'utilisation de biens acquis sur crédits FNAFU",0,0,0,"744,81",0
1,Recettes non fiscales,22 - Produits du domaine de l'État,2201 - Revenus du domaine public non militaire,220113 - Redevance d'occupation des éoliennes implantées sur le domaine public de l'État,0,0,0,11277,0
1,Recettes non fiscales,22 - Produits du domaine de l'État,2201 - Revenus du domaine public non militaire,220114 - Redevance fixe relative aux cours d'eau domaniaux (article R523-2 du code de l'énergie),0,0,0,"244027,38",0
1,Recettes non fiscales,22 - Produits du domaine de l'État,2201 - Revenus du domaine public non militaire,220115 - Redevance d'occupation du domaine public (article R523-1 du code de l'énergie),0,0,0,349024,0
1,Recettes non fiscales,22 - Produits du domaine de l'État,2201 - Revenus du domaine public non militaire,220119 - Part de l’État dans la redevance proportionnelle aux recettes ou aux bénéfices de la concession (article L 523-3 du code de l'énergie),0,0,0,"171087317,48",0
1,Recettes non fiscales,22 - Produits du domaine de l'État,2201 - Revenus du domaine public non militaire,220120 - Redevance proportionnelle aux recettes de vente d'électricité due par la CNR (article 45 cahier des charges),0,0,0,879694536,0
2,Recettes non fiscales,22 - Produits du domaine de l'État,2201 - Revenus du domaine public non militaire (total),2201 - Revenus du domaine public non militaire (total),1025000000,-173951074,851048926,"1095012270,84",0
0,Recettes non fiscales,22 - Produits du domaine de l'État,2202 - Autres revenus du domaine public,,7989520,2395107,10384627,0,0
1,Recettes non fiscales,22 - Produits du domaine de l'État,2202 - Autres revenus du domaine public,220205 - Extractions de matériaux sur le domaine public maritime,0,0,0,3601312,0
1,Recettes non fiscales,22 - Produits du domaine de l'État,2202 - Autres revenus du domaine public,220208 - Legs et donations sans affectation spéciale,0,0,0,"-6026,71",0
